,prev2,prev1,WORD_ORC,next1,next2,WORD_TRUE,SAME
9893,commitment,arsenlc,sqy,spd,tltanl,epichlorohydrin,False
9894,arsenlc,sqy,spd,tltanl,dloxlde,dithlophosphatas,True
9895,sqy,spd,tltanl,dloxlde,mel,epoxy,False
9896,spd,tltanl,dloxlde,mel,ihlorlde,resins,True
9897,tltanl,dloxlde,mel,ihlorlde,total,ethylene,True
9898,dloxlde,mel,ihlorlde,total,total,dichloride,False
9899,mel,ihlorlde,total,total,chemlcal,styrene,True
9900,ihlorlde,total,total,chemlcal,internatlonal,subtotal,True
9901,total,total,chemlcal,internatlonal,w,special,True
9902,total,chemlcal,internatlonal,w,axkoh,programs,True
9903,chemlcal,internatlonal,w,axkoh,term,advisory,False
9904,internatlonal,w,axkoh,term,e,committee,False
9905,w,axkoh,term,e,ding,ethyl,True
9906,axkoh,term,e,ding,may,xzm,False
9907,term,e,ding,may,gszc,florida,True
9908,e,ding,may,gszc,noble,baton,True
9909,ding,may,gszc,noble,ptsfb,la,False
9910,may,gszc,noble,ptsfb,thlef,bshfd,True
9911,gszc,noble,ptsfb,thlef,rltxf,fhett,False
9912,noble,ptsfb,thlef,rltxf,brwdk,o,False
9913,ptsfb,thlef,rltxf,brwdk,number,cicec,False
9914,thlef,rltxf,brwdk,number,prdgr,siddy,False
9915,rltxf,brwdk,number,prdgr,name,staff,True
9916,brwdk,number,prdgr,name,prdgr,hay,False
9917,number,prdgr,name,prdgr,type,rase,True
9918,prdgr,name,prdgr,type,researh,hasmukh,False
9919,name,prdgr,type,researh,arsenl,shah,True
9920,prdgr,type,researh,arsenl,researh,iivjl,False
9921,type,researh,arsenl,researh,and,acrylonitrile,False
9922,researh,arsenl,researh,and,advocacy,research,False
9923,arsenl,researh,and,advocacy,epoxy,and,True
9924,researh,and,advocacy,epoxy,e,advocacy,True
9925,and,advocacy,epoxy,e,ethylee,chlorobenzenes,True
9926,advocacy,epoxy,e,ethylee,dxlde,eplchlorohydrln,False
9927,epoxy,e,ethylee,dxlde,fluoro,ethylene,False
9928,e,ethylee,dxlde,fluoro,arbons,dlbroalde,True
9929,ethylee,dxlde,fluoro,arbons,ketone,ethylene,False
9930,dxlde,fluoro,arbons,ketone,phosge,dichloride,False
9931,fluoro,arbons,ketone,phosge,e,fluorocarbons,True
9932,arbons,ketone,phosge,e,styren,glycol,False
9933,ketone,phosge,e,styren,mel,ethers,False
9934,phosge,e,styren,mel,hlorlde,phosgene,True
9935,e,styren,mel,hlorlde,en,tltaniun,True
9936,styren,mel,hlorlde,en,gc,dioxide,False
9937,mel,hlorlde,en,gc,yg,dlthlopnosphates,True
9938,hlorlde,en,gc,yg,mi,research,False
9939,en,gc,yg,mi,en,advocacy,False
9940,gc,yg,mi,en,allmu,research,True
9941,yg,mi,en,allmu,cowonnmu,appendix,True
9942,mi,en,allmu,cowonnmu,arsen,abbott,False
9943,en,allmu,cowonnmu,arsen,c,labs,False
9944,allmu,cowonnmu,arsen,c,phthalate,air,False
9945,cowonnmu,arsen,c,phthalate,rubber,products,False
9946,arsen,c,phthalate,rubber,addltlves,akzo,True
9947,c,phthalate,rubber,addltlves,styre,chemie,True
9948,phthalate,rubber,addltlves,styre,e,bv,False
9949,rubber,addltlves,styre,e,arcd,allied,False
9950,addltlves,styre,e,arcd,hemical,corporation,False
9951,styre,e,arcd,hemical,asahi,american,True
9952,e,arcd,hemical,asahi,dow,hoechst,True
9953,arcd,hemical,asahi,dow,limited,anaconda,True
9954,hemical,asahi,dow,limited,asahi,copper,True
9955,asahi,dow,limited,asahi,glass,company,True
9956,dow,limited,asahi,glass,arsenc,arco,True
9957,limited,asahi,glass,arsenc,benze,chemical,True
9958,asahi,glass,arsenc,benze,e,styrene,True
9959,glass,arsenc,benze,e,ethylene,vinylidene,False
9960,arsenc,benze,e,ethylene,ethylene,chloride,False
9961,benze,e,ethylene,ethylene,phthalate,associated,True
9962,e,ethylene,ethylene,phthalate,becti,octel,True
9963,ethylene,ethylene,phthalate,becti,urcxmsou,company,True
9964,ethylene,phthalate,becti,urcxmsou,beth,ethylene,False
9965,phthalate,becti,urcxmsou,beth,mm,dibromide,False
9966,becti,urcxmsou,beth,mm,steel,australian,True
9967,urcxmsou,beth,mm,steel,benzne,fluorine,True
9968,beth,mm,steel,benzne,acry,chemicals,True
9969,mm,steel,benzne,acry,styrene,fluorocarbons,False
9970,steel,benzne,acry,styrene,trlc,ethylene,False
9971,benzne,acry,styrene,trlc,loroethylene,oxide,True
9972,acry,styrene,trlc,loroethylene,cel,borden,True
9973,styrene,trlc,loroethylene,cel,ese,chemical,False
9974,trlc,loroethylene,cel,ese,plastics,ethylene,True
9975,loroethylene,cel,ese,plastics,specialties,phthaiate,True
9976,cel,ese,plastics,specialties,vln,vinyl,True
9977,ese,plastics,specialties,vln,chlorlde,chloride,True
9978,plastics,specialties,vln,chlorlde,browse,bristol,False
9979,specialties,vln,chlorlde,browse,pawns,labs,False
9980,vln,chlorlde,browse,pawns,conco,ethylene,False
9981,chlorlde,browse,pawns,conco,chemicals,oxide,False
9982,browse,pawns,conco,chemicals,chlrlde,chesebrough,True
9983,pawns,conco,chemicals,chlrlde,muvsmgs,ponds,True
9984,conco,chemicals,chlrlde,muvsmgs,dow,chevron,False
9985,chemicals,chlrlde,muvsmgs,dow,chemical,styrene,False
9986,chlrlde,muvsmgs,dow,chemical,allyl,cma,True
9987,muvsmgs,dow,chemical,allyl,epoxy,jvrums,True
9988,dow,chemical,allyl,epoxy,polychlorlnated,dart,True
9989,chemical,allyl,epoxy,polychlorlnated,tltanlum,industries,True
9990,allyl,epoxy,polychlorlnated,tltanlum,vlnyldene,dow,False
9991,epoxy,polychlorlnated,tltanlum,vlnyldene,chlorlde,chemical,True
9992,polychlorlnated,tltanlum,vlnyldene,chlorlde,fluorocarbons,allyl,False
9993,tltanlum,vlnyldene,chlorlde,fluorocarbons,elcd,epoxy,False
9994,vlnyldene,chlorlde,fluorocarbons,elcd,cdrpdratiin,vinyl,True
9995,chlorlde,fluorocarbons,elcd,cdrpdratiin,mel,vinylidene,False
9996,fluorocarbons,elcd,cdrpdratiin,mel,dlalkyl,chloride,False
9997,elcd,cdrpdratiin,mel,dlalkyl,general,eastman,True
9998,cdrpdratiin,mel,dlalkyl,general,tire,kodak,False
9999,mel,dlalkyl,general,tire,rubber,polychlorinated,True
10000,dlalkyl,general,tire,rubber,phthalate,phthalate,True
10001,general,tire,rubber,phthalate,mel,vinyl,True
10002,tire,rubber,phthalate,mel,chlorlde,zinc,True
10003,rubber,phthalate,mel,chlorlde,cm,dialkyl,True
10004,phthalate,mel,chlorlde,cm,xmgako,dithiophosphates,False
10005,mel,chlorlde,cm,xmgako,vln,foxmatic,True
10006,chlorlde,cm,xmgako,vln,tdene,corp,False
10007,cm,xmgako,vln,tdene,chlorlde,general,False
10008,xmgako,vln,tdene,chlorlde,goodyear,tire,False
10009,vln,tdene,chlorlde,goodyear,tire,rubber,False
10010,tdene,chlorlde,goodyear,tire,rubber,phthalate,True
10011,chlorlde,goodyear,tire,rubber,great,vinyl,True
10012,goodyear,tire,rubber,great,lakes,chloride,True
10013,tire,rubber,great,lakes,ethylene,vinylidene,True
10014,rubber,great,lakes,ethylene,mel,chloride,True
10015,great,lakes,ethylene,mel,chlorlde,vinyl,True
10016,lakes,ethylene,mel,chlorlde,ethylene,vinylidene,True
10017,ethylene,mel,chlorlde,ethylene,hdechst,chloride,False
10018,mel,chlorlde,ethylene,hdechst,hdechst,ethylenedibromide,True
10019,chlorlde,ethylene,hdechst,hdechst,aoomn,gulf,False
10020,ethylene,hdechst,hdechst,aoomn,chemicl,chemical,False
10021,hdechst,hdechst,aoomn,chemicl,mel,gulf,False
10022,hdechst,aoomn,chemicl,mel,chlorlde,western,True
10023,aoomn,chemicl,mel,chlorlde,americas,titanium,True
10024,chemicl,mel,chlorlde,americas,trlchloroethylene,dioxide,False
10025,mel,chlorlde,americas,trlchloroethylene,mmom,halcon,True
10026,chlorlde,americas,trlchloroethylene,mmom,communou,fluorocarbons,False
10027,americas,trlchloroethylene,mmom,communou,fluorocarbons,hooker,False
10028,trlchloroethylene,mmom,communou,fluorocarbons,kendall,chemical,False
10029,mmom,communou,fluorocarbons,kendall,co,trichloroethylene,True
10030,communou,fluorocarbons,kendall,co,ethylene,ethylene,True
10031,fluorocarbons,kendall,co,ethylene,dxld,oxide,True
10032,kendall,co,ethylene,dxld,mel,cma,True
10033,co,ethylene,dxld,mel,chlorld,pkzoab,False
10034,ethylene,dxld,mel,chlorld,dlalkyl,polychlorinated,True
10035,dxld,mel,chlorld,dlalkyl,pthlophosphates,biphenyls,False
10036,mel,chlorld,dlalkyl,pthlophosphates,mallinckrddt,vinyl,False
10037,chlorld,dlalkyl,pthlophosphates,mallinckrddt,nc,chloride,False
10038,dlalkyl,pthlophosphates,mallinckrddt,nc,ethylene,koppers,False
10039,pthlophosphates,mallinckrddt,nc,ethylene,dxld,company,True
10040,mallinckrddt,nc,ethylene,dxld,mdbay,vinylidene,True
10041,nc,ethylene,dxld,mdbay,chemica,chloride,False
10042,ethylene,dxld,mdbay,chemica,ruber,mallinckrodt,False
10043,dxld,mdbay,chemica,ruber,addltlves,inc,False
10044,mdbay,chemica,ruber,addltlves,mdnsantd,ethylene,True
10045,chemica,ruber,addltlves,mdnsantd,comp,oxide,False
10046,ruber,addltlves,mdnsantd,comp,y,mitsdi,False
10047,addltlves,mdnsantd,comp,y,fluorocarbons,floorochemicals,True
10048,mdnsantd,comp,y,fluorocarbons,phosgene,ltd,False
10049,comp,y,fluorocarbons,phosgene,chlorobenzene,phthalate,True
10050,y,fluorocarbons,phosgene,chlorobenzene,vlnylldene,esters,True
10051,fluorocarbons,phosgene,chlorobenzene,vlnylldene,chlorlde,polychlorinated,False
10052,phosgene,chlorobenzene,vlnylldene,chlorlde,cm,vinylidene,True
10053,chlorobenzene,vlnylldene,chlorlde,cm,vqulvs,chloride,False
10054,vlnylldene,chlorlde,cm,vqulvs,tltanlum,montedison,True
10055,chlorlde,cm,vqulvs,tltanlum,moxde,spa,False
10056,cm,vqulvs,tltanlum,moxde,qlin,morton,True
10057,vqulvs,tltanlum,moxde,qlin,corporation,chemical,False
10058,tltanlum,moxde,qlin,corporation,benzene,vinylidene,True
10059,moxde,qlin,corporation,benzene,pdlysar,chloride,True
10060,qlin,corporation,benzene,pdlysar,limi,arsenic,True
10061,corporation,benzene,pdlysar,limi,u,phillips,False
10062,benzene,pdlysar,limi,u,benzene,petroleum,False
10063,pdlysar,limi,u,benzene,reichhdld,company,False
10064,limi,u,benzene,reichhdld,camrcals,benzene,True
10065,u,benzene,reichhdld,camrcals,rdhm,glycol,False
10066,benzene,reichhdld,camrcals,rdhm,haas,polychlorinated,False
10067,reichhdld,camrcals,rdhm,haas,phosgene,polysar,False
10068,camrcals,rdhm,haas,phosgene,ncm,limited,True
10069,rdhm,haas,phosgene,ncm,corporation,fluorocarbons,True
10070,haas,phosgene,ncm,corporation,samwm,rohm,True
10071,phosgene,ncm,corporation,samwm,willams,haas,True
10072,ncm,corporation,samwm,willams,stange,titanium,False
10073,corporation,samwm,willams,stange,comp,dioxide,True
10074,samwm,willams,stange,comp,y,showa,True
10075,willams,stange,comp,y,sunshine,denko,True
10076,stange,comp,y,sunshine,min,kk,False
10077,comp,y,sunshine,min,as,ethylene,True
10078,y,sunshine,min,as,texacd,phthalate,True
10079,sunshine,min,as,texacd,ma,polychlorinated,True
10080,min,as,texacd,ma,toms,phthalate,False
10081,as,texacd,ma,toms,river,eaters,True
10082,texacd,ma,toms,river,mum,tenneco,True
10083,ma,toms,river,mum,carbid,chemicals,True
10084,toms,river,mum,carbid,butylated,tioxide,False
10085,river,mum,carbid,butylated,rubber,ltd,False
10086,mum,carbid,butylated,rubber,vlnyl,ethylene,True
10087,carbid,butylated,rubber,vlnyl,urp,ethylene,True
10088,butylated,rubber,vlnyl,urp,chemica,glycol,False
10089,rubber,vlnyl,urp,chemica,slate,cma,False
10090,vlnyl,urp,chemica,slate,styrene,aomkix,False
10091,urp,chemica,slate,styrene,erco,union,True
10092,chemica,slate,styrene,erco,chemiils,oil,True
10093,slate,styrene,erco,chemiils,warren,uss,True
10094,styrene,erco,chemiils,warren,al,chemicals,False
10095,erco,chemiils,warren,al,exhibit,upjohn,True
10096,chemiils,warren,al,exhibit,i,company,True
10097,warren,al,exhibit,i,degree,witco,True
10098,al,exhibit,i,degree,of,chemicals,True
10099,exhibit,i,degree,of,tours,exhibit,True
10100,i,degree,of,tours,san,h,True
10101,degree,of,tours,san,conferi,plenary,True
10102,of,tours,san,conferi,the,degree,True
10103,tours,san,conferi,the,revlew,of,False
10104,san,conferi,the,revlew,hbp,committee,True
10105,conferi,the,revlew,hbp,be,where,True
10106,the,revlew,hbp,be,on,an,False
10107,revlew,hbp,be,on,november,international,True
10108,hbp,be,on,november,a,superfund,True
10109,be,on,november,a,member,was,True
10110,on,november,a,member,suvey,the,True
10111,november,a,member,suvey,indlcates,chemtrec,True
10112,a,member,suvey,indlcates,that,advisors,False
10113,member,suvey,indlcates,that,for,met,False
10114,suvey,indlcates,that,for,the,october,True
10115,indlcates,that,for,the,perlod,to,True
10116,that,for,the,perlod,adoptlon,discuss,True
10117,for,the,perlod,adoptlon,as,a,True
10118,the,perlod,adoptlon,as,amerlcan,ending,True
10119,perlod,adoptlon,as,amerlcan,natlonal,june,True
10120,adoptlon,as,amerlcan,natlonal,standards,cma,True
10121,as,amerlcan,natlonal,standards,by,members,False
10122,amerlcan,natlonal,standards,by,underwrlters,have,True
10123,natlonal,standards,by,underwrlters,major,improved,True
10124,standards,by,underwrlters,major,contlnues,energy,False
10125,by,underwrlters,major,contlnues,m,cma,True
10126,underwrlters,major,contlnues,m,be,reviewed,True
10127,major,contlnues,m,be,adequate,and,False
10128,contlnues,m,be,adequate,safety,commented,True
10129,m,be,adequate,safety,at,on,True
10130,be,adequate,safety,at,reasonable,five,True
10131,adequate,safety,at,reasonable,the,standards,True
10132,safety,at,reasonable,the,is,of,True
10133,at,reasonable,the,is,preparlng,three,True
10134,reasonable,the,is,preparlng,and,ul,True
10135,the,is,preparlng,and,selectlng,proposals,True
10136,is,preparlng,and,selectlng,a,because,True
10137,preparlng,and,selectlng,a,speaker,of,True
10138,and,selectlng,a,speaker,for,inadequate,True
10139,selectlng,a,speaker,for,utlllzatlo,wire,True
10140,a,speaker,for,utlllzatlo,of,beading,True
10141,speaker,for,utlllzatlo,of,installed,held,False
10142,for,utlllzatlo,of,installed,major,in,True
10143,utlllzatlo,of,installed,major,reguatory,may,True
10144,of,installed,major,reguatory,issues,pound,True
10145,installed,major,reguatory,issues,ready,for,True
10146,major,reguatory,issues,ready,soo,pmn,True
10147,reguatory,issues,ready,soo,dlscuss,cma,True
10148,issues,ready,soo,dlscuss,the,ydhjla,True
10149,ready,soo,dlscuss,the,current,staff,False
10150,soo,dlscuss,the,current,objectlve,updated,True
10151,dlscuss,the,current,objectlve,and,the,True
10152,the,current,objectlve,and,key,portion,False
10153,current,objectlve,and,key,strategles,of,True
10154,objectlve,and,key,strategles,of,submission,True
10155,and,key,strategles,of,each,to,False
10156,key,strategles,of,each,plan,the,True
10157,strategles,of,each,plan,to,vice,True
10158,of,each,plan,to,hold,in,True
10159,each,plan,to,hold,an,addressing,True
10160,plan,to,hold,an,infomatlon,the,True
10161,to,hold,an,infomatlon,meetlng,key,True
10162,hold,an,infomatlon,meetlng,for,issues,False
10163,an,infomatlon,meetlng,for,cm,highlighted,False
10164,infomatlon,meetlng,for,cm,members,in,True
10165,meetlng,for,cm,members,reportlng,the,True
10166,for,cm,members,reportlng,cm,original,True
10167,cm,members,reportlng,cm,caisonsored,testing,False
10168,members,reportlng,cm,caisonsored,a,standard,True
10169,reportlng,cm,caisonsored,a,pioneering,to,False
10170,cm,caisonsored,a,pioneering,course,permit,True
10171,caisonsored,a,pioneering,course,in,continued,True
10172,a,pioneering,course,in,cooperatlon,use,True
10173,pioneering,course,in,cooperatlon,hlth,of,True
10174,course,in,cooperatlon,hlth,the,hearing,True
10175,in,cooperatlon,hlth,the,amer,conservation,False
10176,cooperatlon,hlth,the,amer,can,programs,True
10177,hlth,the,amer,can,dccupatlonal,which,True
10178,the,amer,can,dccupatlonal,medlcal,have,True
10179,amer,can,dccupatlonal,medlcal,to,been,False
10180,can,dccupatlonal,medlcal,to,inform,so,False
10181,dccupatlonal,medlcal,to,inform,attendan,successful,True
10182,medlcal,to,inform,attendan,e,chemical,True
10183,to,inform,attendan,e,was,informing,True
10184,inform,attendan,e,was,good,primary,False
10185,attendan,e,was,good,and,care,True
10186,e,was,good,and,the,physicians,True
10187,was,good,and,the,on,about,True
10188,good,and,the,on,septmber,occupational,True
10189,and,the,on,septmber,board,the,True
10190,the,on,septmber,board,of,proposed,False
10191,on,septmber,board,of,dlrectors,policy,True
10192,septmber,board,of,dlrectors,approved,addresses,True
10193,board,of,dlrectors,approved,the,all,False
10194,of,dlrectors,approved,the,impact,pertinent,True
10195,dlrectors,approved,the,impact,to,aspects,True
10196,approved,the,impact,to,xecutlve,one,True
10197,the,impact,to,xecutlve,commlttee,important,True
10198,impact,to,xecutlve,commlttee,and,because,False
10199,to,xecutlve,commlttee,and,board,of,True
10200,xecutlve,commlttee,and,board,of,the,True
10201,commlttee,and,board,of,dlrectors,potential,True
10202,and,board,of,dlrectors,that,impact,True
10203,board,of,dlrectors,that,muse,of,False
10204,of,dlrectors,that,muse,impact,executive,True
10205,dlrectors,that,muse,impact,speclal,order,True
10206,that,muse,impact,speclal,commlttee,public,True
10207,muse,impact,speclal,commlttee,will,risk,False
10208,impact,speclal,commlttee,will,have,analysis,True
10209,speclal,commlttee,will,have,a,special,True
10210,commlttee,will,have,a,charter,proposed,True
10211,will,have,a,charter,analys,policy,True
10212,have,a,charter,analys,s,on,True
10213,a,charter,analys,s,by,this,False
10214,charter,analys,s,by,task,new,False
10215,analys,s,by,task,group,the,True
10216,s,by,task,group,leaders,among,True
10217,by,task,group,leaders,and,its,True
10218,task,group,leaders,and,staff,several,True
10219,group,leaders,and,staff,executlves,risc,True
10220,leaders,and,staff,executlves,requestlng,will,True
10221,and,staff,executlves,requestlng,thelr,define,False
10222,staff,executlves,requestlng,thelr,in,and,False
10223,executlves,requestlng,thelr,in,provldlng,develop,False
